date,cmax,cmin,PRCP,SNWD,SNOW
01/01/1936,17,-61,0,0,0
01/02/1936,17,-61,53,0,0
01/03/1936,122,17,353,0,0
01/04/1936,78,17,0,0,0
01/05/1936,61,6,229,0,0
01/06/1936,44,-6,13,0,0
01/07/1936,50,0,15,0,3
01/08/1936,44,-22,0,0,0
01/09/1936,39,-17,56,0,0
01/10/1936,67,28,152,0,0
01/11/1936,61,11,0,0,0
01/12/1936,56,0,3,0,3
01/13/1936,100,0,23,0,0
01/14/1936,22,-33,0,0,0
01/15/1936,100,-22,269,0,0
01/16/1936,78,-17,0,0,0
01/17/1936,6,-83,0,0,0
01/18/1936,17,-94,89,76,64
01/19/1936,-17,-83,371,279,254
01/20/1936,-33,-89,0,254,0
01/21/1936,-22,-94,0,203,0
01/22/1936,33,-61,0,203,0
01/23/1936,50,-128,3,178,0
01/24/1936,-78,-139,0,152,5842
01/25/1936,-39,-128,0,127,5842
01/26/1936,-28,-139,0,127,0
01/27/1936,-83,-122,8,127,8
01/28/1936,-56,-133,5,127,5
01/29/1936,-39,-128,0,127,5842
01/30/1936,-50,-156,0,102,0
01/31/1936,-44,-150,0,102,0
02/01/1936,-50,-133,0,102,5842
02/02/1936,-78,-128,0,102,5842
02/03/1936,-33,-139,0,102,0
02/04/1936,28,-61,66,102,13
02/05/1936,17,-106,0,102,0
02/06/1936,-44,-133,0,102,0
02/07/1936,-72,-117,0,102,0
02/08/1936,-33,-144,0,102,0
02/09/1936,17,-100,64,152,51
02/10/1936,-61,-139,0,152,0
02/11/1936,-50,-139,0,127,0
02/12/1936,-39,-100,0,127,0
02/13/1936,-50,-94,5,127,0
02/14/1936,-11,-72,371,356,231
02/15/1936,0,-67,0,305,0
02/16/1936,11,-56,3,279,0
02/17/1936,33,11,330,152,0
02/18/1936,44,-144,86,127,25
02/19/1936,-89,-156,0,127,0
02/20/1936,-33,-133,0,127,0
02/21/1936,-6,-117,0,127,0
02/22/1936,-22,-89,0,127,0
02/23/1936,0,-100,0,127,0
02/24/1936,0,-94,0,102,0
02/25/1936,33,-11,3,102,0
02/26/1936,78,22,0,76,0
02/27/1936,39,6,3,51,0
02/28/1936,39,-56,0,51,0
02/29/1936,28,-72,0,25,0
03/01/1936,6,-50,0,25,0
03/02/1936,-6,-89,0,25,0
03/03/1936,22,-11,178,25,69
03/04/1936,94,-11,0,0,0
03/05/1936,50,-11,36,0,10
03/06/1936,6,-56,0,0,5
03/07/1936,-22,-94,0,0,0
03/08/1936,11,-83,0,0,0
03/09/1936,94,-11,0,0,0
03/10/1936,100,22,0,0,0
03/11/1936,72,28,91,0,0
03/12/1936,122,44,394,0,0
03/13/1936,83,17,0,0,0
03/14/1936,83,11,0,0,0
03/15/1936,94,28,0,0,0
03/16/1936,150,11,0,0,0
03/17/1936,172,67,0,0,0
03/18/1936,106,61,384,0,0
03/19/1936,111,44,23,0,0
03/20/1936,144,44,0,0,0
03/21/1936,139,44,137,0,0
03/22/1936,83,28,5,0,0
03/23/1936,144,33,0,0,0
03/24/1936,78,44,3,0,0
03/25/1936,56,33,102,0,0
03/26/1936,139,44,0,0,0
03/27/1936,100,33,208,0,0
03/28/1936,150,50,66,0,0
03/29/1936,200,33,0,0,0
03/30/1936,156,78,0,0,0
03/31/1936,211,28,0,0,0
04/01/1936,89,6,0,0,0
04/02/1936,39,11,292,0,0
04/03/1936,78,6,28,0,0
04/04/1936,78,-17,0,0,0
04/05/1936,117,17,3,0,0
04/06/1936,144,56,137,0,0
04/07/1936,83,33,41,0,0
04/08/1936,83,11,0,0,0
04/09/1936,133,0,0,0,0
04/10/1936,56,33,76,0,0
04/11/1936,50,17,124,0,0
04/12/1936,39,17,3,0,0
04/13/1936,78,22,8,0,0
04/14/1936,156,33,0,0,0
04/15/1936,72,39,84,0,0
04/16/1936,111,33,15,0,0
04/17/1936,100,39,0,0,0
04/18/1936,106,39,0,0,0
04/19/1936,122,39,0,0,0
04/20/1936,150,39,0,0,0
04/21/1936,211,61,76,0,0
04/22/1936,106,28,0,0,0
04/23/1936,150,6,0,0,0
04/24/1936,89,22,0,0,0
04/25/1936,106,0,0,0,0
04/26/1936,150,56,8,0,0
04/27/1936,94,33,0,0,0
04/28/1936,150,28,0,0,0
04/29/1936,244,122,0,0,0
04/30/1936,267,144,5,0,0
05/01/1936,250,144,0,0,0
05/02/1936,272,128,0,0,0
05/03/1936,228,161,124,0,0
05/04/1936,161,67,150,0,0
05/05/1936,156,83,0,0,0
05/06/1936,167,83,0,0,0
05/07/1936,183,100,0,0,0
05/08/1936,283,128,0,0,0
05/09/1936,267,83,0,0,0
05/10/1936,100,67,0,0,0
05/11/1936,217,67,0,0,0
05/12/1936,256,117,13,0,0
05/13/1936,272,139,0,0,0
05/14/1936,167,89,10,0,0
05/15/1936,194,56,3,0,0
05/16/1936,133,11,3,0,0
05/17/1936,222,78,5,0,0
05/18/1936,328,161,0,0,0
05/19/1936,256,144,0,0,0
05/20/1936,172,89,0,0,0
05/21/1936,183,61,0,0,0
05/22/1936,144,56,0,0,0
05/23/1936,294,83,0,0,0
05/24/1936,328,183,0,0,0
05/25/1936,261,150,0,0,0
05/26/1936,217,122,0,0,0
05/27/1936,217,117,124,0,0
05/28/1936,178,94,0,0,0
05/29/1936,211,72,0,0,0
05/30/1936,194,106,0,0,0
05/31/1936,222,89,0,0,0
06/01/1936,283,117,0,0,0
06/02/1936,289,172,0,0,0
06/03/1936,283,172,0,0,0
06/04/1936,267,178,0,0,0
06/05/1936,233,161,0,0,0
06/06/1936,233,150,0,0,0
06/07/1936,233,133,0,0,0
06/08/1936,194,128,0,0,0
06/09/1936,194,128,0,0,0
06/10/1936,206,128,0,0,0
06/11/1936,256,144,0,0,0
06/12/1936,222,150,33,0,0
06/13/1936,161,144,18,0,0
06/14/1936,150,139,272,0,0
06/15/1936,167,139,201,0,0
06/16/1936,244,144,0,0,0
06/17/1936,261,111,0,0,0
06/18/1936,233,150,30,0,0
06/19/1936,244,183,0,0,0
06/20/1936,267,172,0,0,0
06/21/1936,289,161,3,0,0
06/22/1936,233,117,0,0,0
06/23/1936,211,183,0,0,0
06/24/1936,156,122,36,0,0
06/25/1936,272,128,0,0,0
06/26/1936,294,172,0,0,0
06/27/1936,228,172,5,0,0
06/28/1936,256,161,5,0,0
06/29/1936,217,133,0,0,0
06/30/1936,244,128,0,0,0
07/01/1936,267,139,0,0,0
07/02/1936,244,156,0,0,0
07/03/1936,233,161,0,0,0
07/04/1936,294,172,0,0,0
07/05/1936,267,150,8,0,0
07/06/1936,217,144,0,0,0
07/07/1936,317,161,0,0,0
07/08/1936,367,206,0,0,0
07/09/1936,283,189,122,0,0
07/10/1936,311,172,43,0,0
07/11/1936,217,172,36,0,0
07/12/1936,233,172,0,0,0
07/13/1936,267,172,0,0,0
07/14/1936,344,200,0,0,0
07/15/1936,261,189,0,0,0
07/16/1936,261,167,0,0,0
07/17/1936,267,156,0,0,0
07/18/1936,233,178,10,0,0
07/19/1936,233,161,0,0,0
07/20/1936,233,161,28,0,0
07/21/1936,200,144,0,0,0
07/22/1936,222,167,0,0,0
07/23/1936,272,167,0,0,0
07/24/1936,250,189,10,0,0
07/25/1936,267,161,0,0,0
07/26/1936,261,139,0,0,0
07/27/1936,283,156,0,0,0
07/28/1936,333,178,0,0,0
07/29/1936,311,206,3,0,0
07/30/1936,256,178,0,0,0
07/31/1936,267,144,0,0,0
08/01/1936,283,172,0,0,0
08/02/1936,333,194,0,0,0
08/03/1936,306,183,0,0,0
08/04/1936,333,206,102,0,0
08/05/1936,233,161,0,0,0
08/06/1936,172,144,157,0,0
08/07/1936,222,139,0,0,0
08/08/1936,256,156,0,0,0
08/09/1936,233,150,0,0,0
08/10/1936,294,161,0,0,0
08/11/1936,272,183,0,0,0
08/12/1936,250,167,0,0,0
08/13/1936,333,178,0,0,0
08/14/1936,261,189,3,0,0
08/15/1936,294,183,10,0,0
08/16/1936,344,244,0,0,0
08/17/1936,317,167,79,0,0
08/18/1936,217,133,0,0,0
08/19/1936,283,156,0,0,0
08/20/1936,233,167,89,0,0
08/21/1936,217,133,64,0,0
08/22/1936,150,122,262,0,0
08/23/1936,278,150,0,0,0
08/24/1936,300,217,0,0,0
08/25/1936,272,156,0,0,0
08/26/1936,206,139,13,0,0
08/27/1936,217,156,0,0,0
08/28/1936,206,128,0,0,0
08/29/1936,172,139,165,0,0
08/30/1936,200,150,366,0,0
08/31/1936,239,144,0,0,0
09/01/1936,222,133,0,0,0
09/02/1936,206,117,5,0,0
09/03/1936,228,150,20,0,0
09/04/1936,206,128,0,0,0
09/05/1936,178,117,0,0,0
09/06/1936,250,111,0,0,0
09/07/1936,267,150,0,0,0
09/08/1936,322,217,13,0,0
09/09/1936,228,161,0,0,0
09/10/1936,206,156,0,0,0
09/11/1936,211,150,3,0,0
09/12/1936,267,172,23,0,0
09/13/1936,211,139,0,0,0
09/14/1936,167,100,0,0,0
09/15/1936,167,117,0,0,0
09/16/1936,256,156,0,0,0
09/17/1936,239,161,0,0,0
09/18/1936,167,122,533,0,0
09/19/1936,222,117,307,0,0
09/20/1936,189,106,0,0,0
09/21/1936,183,139,25,0,0
09/22/1936,239,167,0,0,0
09/23/1936,250,172,0,0,0
09/24/1936,228,167,25,0,0
09/25/1936,172,72,5,0,0
09/26/1936,150,50,0,0,0
09/27/1936,217,100,0,0,0
09/28/1936,228,100,0,0,0
09/29/1936,122,61,0,0,0
09/30/1936,133,61,3,0,0
10/01/1936,133,100,414,0,0
10/02/1936,183,106,0,0,0
10/03/1936,178,67,0,0,0
10/04/1936,161,67,0,0,0
10/05/1936,222,100,0,0,0
10/06/1936,189,100,0,0,0
10/07/1936,211,128,3,0,0
10/08/1936,250,156,0,0,0
10/09/1936,206,117,0,0,0
10/10/1936,217,133,8,0,0
10/11/1936,233,133,0,0,0
10/12/1936,172,44,0,0,0
10/13/1936,89,22,0,0,0
10/14/1936,117,56,0,0,0
10/15/1936,189,100,0,0,0
10/16/1936,222,144,0,0,0
10/17/1936,183,133,170,0,0
10/18/1936,167,61,5,0,0
10/19/1936,150,61,0,0,0
10/20/1936,244,89,0,0,0
10/21/1936,261,144,0,0,0
10/22/1936,239,156,0,0,0
10/23/1936,172,83,33,0,0
10/24/1936,111,56,30,0,0
10/25/1936,133,28,0,0,0
10/26/1936,150,-11,15,0,0
10/27/1936,50,-39,0,0,0
10/28/1936,100,-22,0,0,0
10/29/1936,133,56,0,0,0
10/30/1936,133,50,0,0,0
10/31/1936,106,17,0,0,0
11/01/1936,183,72,0,0,0
11/02/1936,172,100,0,0,0
11/03/1936,239,161,0,0,0
11/04/1936,189,89,94,0,0
11/05/1936,111,22,33,0,0
11/06/1936,78,6,0,0,0
11/07/1936,78,33,0,0,0
11/08/1936,122,67,99,0,0
11/09/1936,100,44,0,0,0
11/10/1936,106,-22,0,0,0
11/11/1936,72,-39,0,0,0
11/12/1936,122,22,0,0,0
11/13/1936,106,50,0,0,0
11/14/1936,128,17,0,0,0
11/15/1936,122,50,20,0,0
11/16/1936,50,-67,0,0,0
11/17/1936,83,-83,0,0,0
11/18/1936,89,-100,3,0,0
11/19/1936,6,-100,0,0,0
11/20/1936,56,0,0,0,0
11/21/1936,167,56,0,0,0
11/22/1936,78,-6,0,0,0
11/23/1936,17,-33,0,0,0
11/24/1936,-17,-44,53,102,97
11/25/1936,56,-61,15,0,0
11/26/1936,50,-17,10,0,0
11/27/1936,-11,-78,0,0,0
11/28/1936,6,-89,10,25,15
11/29/1936,44,-22,0,0,0
11/30/1936,-22,-106,0,0,0
12/01/1936,-33,-122,0,0,0
12/02/1936,72,-33,163,0,0
12/03/1936,83,17,130,0,0
12/04/1936,28,6,0,0,0
12/05/1936,33,-44,0,0,0
12/06/1936,117,-44,46,0,0
12/07/1936,122,-78,84,0,0
12/08/1936,-6,-111,0,0,0
12/09/1936,6,-44,0,0,0
12/10/1936,72,0,460,0,0
12/11/1936,67,39,386,0,0
12/12/1936,67,11,104,0,0
12/13/1936,17,-22,38,0,18
12/14/1936,39,-33,0,0,0
12/15/1936,94,22,0,0,0
12/16/1936,72,0,0,0,0
12/17/1936,106,-6,208,0,0
12/18/1936,-6,-83,0,0,0
12/19/1936,44,-89,5,0,0
12/20/1936,128,11,343,0,0
12/21/1936,56,6,0,0,0
12/22/1936,6,-100,0,0,0
12/23/1936,-11,-111,0,0,0
12/24/1936,100,-11,0,0,0
12/25/1936,78,39,10,0,0
12/26/1936,39,-28,23,0,0
12/27/1936,133,-28,0,0,0
12/28/1936,144,0,0,0,0
12/29/1936,6,-56,0,0,0
12/30/1936,50,6,53,0,0
12/31/1936,150,28,25,0,0
01/01/1937,117,22,0,0,0
01/02/1937,50,0,117,0,0
01/03/1937,133,39,104,0,0
01/04/1937,50,0,0,0,0
01/05/1937,78,-11,0,0,0
01/06/1937,33,-67,0,0,0
01/07/1937,67,-44,64,0,5
01/08/1937,117,56,3,0,0
01/09/1937,178,61,0,0,0
01/10/1937,89,-28,58,25,20
01/11/1937,11,-50,0,0,0
01/12/1937,56,-11,0,0,0
01/13/1937,78,11,0,0,0
01/14/1937,150,22,0,0,0
01/15/1937,172,50,53,0,0
01/16/1937,50,-61,0,0,0
01/17/1937,78,-78,51,0,0
01/18/1937,150,44,46,0,0
01/19/1937,111,-11,0,0,0
01/20/1937,0,-50,38,0,20
01/21/1937,100,0,38,0,5
01/22/1937,89,33,168,0,0
01/23/1937,33,-33,25,0,0
01/24/1937,28,-56,150,0,0
01/25/1937,117,28,28,0,0
01/26/1937,50,-17,0,0,0
01/27/1937,-17,-83,0,0,0
01/28/1937,0,-94,0,0,0
01/29/1937,28,-28,0,0,0
01/30/1937,28,-39,0,0,0
01/31/1937,61,-33,56,0,0
02/01/1937,39,-17,3,0,0
02/02/1937,-17,-122,0,0,0
02/03/1937,11,-117,0,0,0
02/04/1937,-6,-100,0,0,0
02/05/1937,6,-28,0,0,0
02/06/1937,6,-50,0,0,2573
02/07/1937,33,-17,0,0,0
02/08/1937,17,-33,38,0,0
02/09/1937,106,17,28,0,0
02/10/1937,61,-17,3,0,0
02/11/1937,-17,-44,0,0,0
02/12/1937,89,-56,0,0,0
02/13/1937,133,56,0,0,0
02/14/1937,100,11,160,0,0
02/15/1937,39,0,0,0,0
02/16/1937,17,-17,0,0,0
02/17/1937,33,-72,0,0,0
02/18/1937,39,-50,0,0,0
02/19/1937,72,-11,0,0,0
02/20/1937,72,-6,0,0,0
02/21/1937,72,28,0,0,0
02/22/1937,83,11,102,0,0
02/23/1937,56,-6,0,0,0
02/24/1937,28,-6,0,0,0
02/25/1937,56,-33,0,0,0
02/26/1937,33,-11,0,0,0
02/27/1937,39,-67,0,0,0
02/28/1937,22,-89,0,0,0
03/01/1937,72,-50,0,0,0
03/02/1937,78,6,0,0,0
03/03/1937,44,-28,0,0,0
03/04/1937,139,-11,0,0,0
03/05/1937,61,-56,0,0,0
03/06/1937,-22,-83,3,0,3
03/07/1937,17,-94,0,0,0
03/08/1937,28,-50,43,0,0
03/09/1937,56,-39,0,0,0
03/10/1937,-33,-78,0,0,0
03/11/1937,28,-61,0,0,0
03/12/1937,17,-61,0,0,0
03/13/1937,-6,-39,23,25,23
03/14/1937,28,-67,0,0,0
03/15/1937,28,-11,277,0,10
03/16/1937,94,-11,292,0,8
03/17/1937,33,-17,0,0,0
03/18/1937,111,22,15,0,0
03/19/1937,106,22,0,0,0
03/20/1937,100,6,104,0,0
03/21/1937,67,22,107,0,0
03/22/1937,72,-11,0,0,0
03/23/1937,61,-22,0,0,0
03/24/1937,89,-22,0,0,0
03/25/1937,28,-33,43,0,5
03/26/1937,33,-44,0,0,0
03/27/1937,67,-22,0,0,0
03/28/1937,33,-44,0,0,0
03/29/1937,100,-33,0,0,0
03/30/1937,83,-11,0,0,0
03/31/1937,56,-22,0,0,0
04/01/1937,117,-6,0,0,0
04/02/1937,61,11,84,0,0
04/03/1937,44,0,0,0,0
04/04/1937,67,6,0,0,0
04/05/1937,72,22,0,0,0
04/06/1937,139,44,203,0,0
04/07/1937,117,50,0,0,0
04/08/1937,161,39,0,0,0
04/09/1937,72,11,112,0,0
04/10/1937,72,17,0,0,0
04/11/1937,106,22,0,0,0
04/12/1937,100,17,0,0,0
04/13/1937,178,33,0,0,0
04/14/1937,217,83,3,0,0
04/15/1937,194,67,33,0,0
04/16/1937,117,50,13,0,0
04/17/1937,78,17,0,0,0
04/18/1937,172,67,18,0,0
04/19/1937,156,83,0,0,0
04/20/1937,161,67,0,0,0
04/21/1937,111,33,38,0,0
04/22/1937,61,33,480,0,0
04/23/1937,56,11,46,0,0
04/24/1937,78,17,0,0,0
04/25/1937,133,22,0,0,0
04/26/1937,100,22,0,0,0
04/27/1937,100,61,203,0,0
04/28/1937,106,61,109,0,0
04/29/1937,106,56,15,0,0
04/30/1937,117,39,0,0,0
05/01/1937,167,83,0,0,0
05/02/1937,139,72,0,0,0
05/03/1937,250,72,0,0,0
05/04/1937,294,128,0,0,0
05/05/1937,250,139,0,0,0
05/06/1937,200,111,5,0,0
05/07/1937,156,78,3,0,0
05/08/1937,89,67,3,0,0
05/09/1937,167,67,3,0,0
05/10/1937,172,72,3,0,0
05/11/1937,206,56,0,0,0
05/12/1937,250,94,0,0,0
05/13/1937,222,133,41,0,0
05/14/1937,194,67,25,0,0
05/15/1937,172,67,130,0,0
05/16/1937,156,61,0,0,0
05/17/1937,178,89,8,0,0
05/18/1937,189,100,0,0,0
05/19/1937,133,94,185,0,0
05/20/1937,150,78,0,0,0
05/21/1937,239,100,0,0,0
05/22/1937,206,117,0,0,0
05/23/1937,167,111,30,0,0
05/24/1937,239,122,0,0,0
05/25/1937,239,133,0,0,0
05/26/1937,222,117,5,0,0
05/27/1937,183,117,201,0,0
05/28/1937,150,122,0,0,0
05/29/1937,211,139,0,0,0
05/30/1937,289,144,0,0,0
05/31/1937,339,172,0,0,0
06/01/1937,350,200,0,0,0
06/02/1937,244,122,0,0,0
06/03/1937,189,117,46,0,0
06/04/1937,228,133,84,0,0
06/05/1937,256,150,0,0,0
06/06/1937,233,150,3,0,0
06/07/1937,239,167,28,0,0
06/08/1937,228,150,0,0,0
06/09/1937,300,144,0,0,0
06/10/1937,250,144,5,0,0
06/11/1937,217,139,0,0,0
06/12/1937,283,150,0,0,0
06/13/1937,283,161,0,0,0
06/14/1937,244,156,79,0,0
06/15/1937,256,183,0,0,0
06/16/1937,228,150,0,0,0
06/17/1937,206,144,0,0,0
06/18/1937,272,144,84,0,0
06/19/1937,167,133,0,0,0
06/20/1937,189,128,0,0,0
06/21/1937,206,133,157,0,0
06/22/1937,228,167,356,0,0
06/23/1937,239,167,0,0,0
06/24/1937,239,144,0,0,0
06/25/1937,267,144,5,0,0
06/26/1937,167,133,18,0,0
06/27/1937,206,133,0,0,0
06/28/1937,183,144,13,0,0
06/29/1937,217,144,0,0,0
06/30/1937,222,156,0,0,0
07/01/1937,250,172,5,0,0
07/02/1937,261,150,0,0,0
07/03/1937,244,167,0,0,0
07/04/1937,233,156,0,0,0
07/05/1937,311,183,0,0,0
07/06/1937,311,178,0,0,0
07/07/1937,339,211,0,0,0
07/08/1937,372,233,0,0,0
07/09/1937,311,206,89,0,0
07/10/1937,322,217,0,0,0
07/11/1937,267,189,13,0,0
07/12/1937,200,167,51,0,0
07/13/1937,200,144,33,0,0
07/14/1937,256,128,0,0,0
07/15/1937,217,167,64,0,0
07/16/1937,333,200,13,0,0
07/17/1937,328,233,0,0,0
07/18/1937,283,200,0,0,0
07/19/1937,250,178,0,0,0
07/20/1937,250,189,0,0,0
07/21/1937,239,167,0,0,0
07/22/1937,244,144,0,0,0
07/23/1937,300,178,0,0,0
07/24/1937,339,189,0,0,0
07/25/1937,311,217,0,0,0
07/26/1937,289,211,30,0,0
07/27/1937,278,200,0,0,0
07/28/1937,250,172,0,0,0
07/29/1937,267,161,0,0,0
07/30/1937,244,172,0,0,0
07/31/1937,261,161,0,0,0
08/01/1937,228,178,140,0,0
08/02/1937,256,178,20,0,0
08/03/1937,283,183,0,0,0
08/04/1937,322,194,0,0,0
08/05/1937,311,206,0,0,0
08/06/1937,328,222,0,0,0
08/07/1937,289,206,0,0,0
08/08/1937,311,211,0,0,0
08/09/1937,261,211,109,0,0
08/10/1937,306,217,71,0,0
08/11/1937,300,228,0,0,0
08/12/1937,289,211,89,0,0
08/13/1937,306,222,0,0,0
08/14/1937,267,183,0,0,0
08/15/1937,283,156,0,0,0
08/16/1937,339,189,0,0,0
08/17/1937,344,211,0,0,0
08/18/1937,300,189,0,0,0
08/19/1937,267,183,0,0,0
08/20/1937,367,233,0,0,0
08/21/1937,350,222,81,0,0
08/22/1937,244,150,104,0,0
08/23/1937,167,139,262,0,0
08/24/1937,206,139,0,0,0
08/25/1937,250,150,0,0,0
08/26/1937,244,172,3,0,0
08/27/1937,222,189,376,0,0
08/28/1937,278,178,0,0,0
08/29/1937,261,161,0,0,0
08/30/1937,289,183,0,0,0
08/31/1937,289,206,0,0,0
09/01/1937,294,200,0,0,0
09/02/1937,294,200,0,0,0
09/03/1937,339,228,0,0,0
09/04/1937,339,183,64,0,0
09/05/1937,183,133,173,0,0
09/06/1937,183,106,0,0,0
09/07/1937,239,111,0,0,0
09/08/1937,250,133,0,0,0
09/09/1937,200,111,0,0,0
09/10/1937,228,122,0,0,0
09/11/1937,189,161,84,0,0
09/12/1937,233,167,0,0,0
09/13/1937,172,144,447,0,0
09/14/1937,183,128,0,0,0
09/15/1937,222,122,0,0,0
09/16/1937,250,156,0,0,0
09/17/1937,206,128,10,0,0
09/18/1937,172,89,0,0,0
09/19/1937,167,100,43,0,0
09/20/1937,161,89,0,0,0
09/21/1937,200,72,0,0,0
09/22/1937,178,89,0,0,0
09/23/1937,233,117,0,0,0
09/24/1937,228,128,0,0,0
09/25/1937,206,139,0,0,0
09/26/1937,272,133,0,0,0
09/27/1937,167,100,0,0,0
09/28/1937,128,100,117,0,0
09/29/1937,139,100,0,0,0
09/30/1937,178,89,0,0,0
10/01/1937,206,111,0,0,0
10/02/1937,183,89,0,0,0
10/03/1937,144,56,0,0,0
10/04/1937,150,61,0,0,0
10/05/1937,233,117,0,0,0
10/06/1937,217,178,5,0,0
10/07/1937,222,94,0,0,0
10/08/1937,133,39,0,0,0
10/09/1937,122,17,0,0,0
10/10/1937,111,67,102,0,0
10/11/1937,100,56,0,0,0
10/12/1937,189,44,0,0,0
10/13/1937,133,56,18,0,0
10/14/1937,106,22,0,0,0
10/15/1937,100,11,0,0,0
10/16/1937,106,28,0,0,0
10/17/1937,117,0,0,0,0
10/18/1937,156,39,0,0,0
10/19/1937,189,144,5,0,0
10/20/1937,217,122,345,0,0
10/21/1937,178,78,0,0,0
10/22/1937,206,117,0,0,0
10/23/1937,189,128,338,0,0
10/24/1937,150,56,0,0,0
10/25/1937,139,39,0,0,0
10/26/1937,167,50,0,0,0
10/27/1937,128,94,0,0,0
10/28/1937,128,106,157,0,0
10/29/1937,150,94,33,0,0
10/30/1937,194,94,0,0,0
10/31/1937,111,33,0,0,0
11/01/1937,111,6,0,0,0
11/02/1937,161,50,8,0,0
11/03/1937,122,28,0,0,0
11/04/1937,89,11,0,0,0
11/05/1937,122,28,0,0,0
11/06/1937,122,17,25,0,0
11/07/1937,150,11,0,0,0
11/08/1937,178,78,0,0,0
11/09/1937,189,83,15,0,0
11/10/1937,133,17,0,0,0
11/11/1937,50,-28,0,0,0
11/12/1937,83,-11,0,0,0
11/13/1937,133,78,419,0,0
11/14/1937,144,100,0,0,0
11/15/1937,128,72,25,0,0
11/16/1937,100,50,8,0,0
11/17/1937,94,50,0,0,0
11/18/1937,94,17,0,0,0
11/19/1937,61,17,13,0,0
11/20/1937,28,11,84,0,0
11/21/1937,17,-17,8,0,8
11/22/1937,0,-33,0,0,0
11/23/1937,50,-50,0,0,0
11/24/1937,50,-11,0,0,0
11/25/1937,111,28,0,0,0
11/26/1937,122,22,0,0,0
11/27/1937,144,67,0,0,0
11/28/1937,167,72,503,0,0
11/29/1937,156,22,76,0,0
11/30/1937,89,0,0,0,0
12/01/1937,67,0,0,0,0
12/02/1937,28,-17,0,0,0
12/03/1937,11,-44,0,0,0
12/04/1937,28,-50,0,0,0
12/05/1937,33,-44,0,0,0
12/06/1937,83,-28,739,0,0
12/07/1937,100,-6,114,0,0
12/08/1937,11,-39,0,0,0
12/09/1937,17,-39,15,0,8
12/10/1937,11,-56,0,0,0
12/11/1937,6,-78,0,0,0
12/12/1937,-6,-83,0,0,0
12/13/1937,-44,-89,0,0,5842
12/14/1937,-11,-89,0,0,5842
12/15/1937,39,-44,0,0,5842
12/16/1937,39,-22,61,0,53
12/17/1937,50,11,20,0,0
12/18/1937,50,28,122,0,0
12/19/1937,67,6,0,0,0
12/20/1937,44,-22,0,0,0
12/21/1937,-17,-56,0,0,0
12/22/1937,89,-39,0,0,0
12/23/1937,78,-17,0,0,0
12/24/1937,33,-56,48,0,0
12/25/1937,56,17,0,0,0
12/26/1937,56,-28,0,0,0
12/27/1937,22,-56,0,0,0
12/28/1937,11,-56,74,51,56
12/29/1937,6,-56,0,51,0
12/30/1937,11,-72,0,25,0
12/31/1937,-33,-83,0,25,0
01/01/1938,28,-111,356,178,203
01/02/1938,33,-33,127,127,0
01/03/1938,28,-28,0,102,0
01/04/1938,33,-33,0,102,0
01/05/1938,61,-17,0,102,0
01/06/1938,50,-33,0,102,0
01/07/1938,139,11,91,25,0
01/08/1938,44,-28,0,0,0
01/09/1938,-22,-67,0,0,0
01/10/1938,-28,-78,0,0,0
01/11/1938,-56,-100,0,0,0
01/12/1938,-11,-122,8,0,10
01/13/1938,-11,-44,206,254,279
01/14/1938,6,-44,0,178,0
01/15/1938,-44,-117,0,152,0
01/16/1938,-11,-128,0,152,0
01/17/1938,-11,-100,114,279,152
01/18/1938,-89,-150,0,254,0
01/19/1938,-39,-161,0,229,0
01/20/1938,0,-67,0,178,0
01/21/1938,33,-50,18,0,20
01/22/1938,6,-17,56,178,76
01/23/1938,22,-17,10,152,13
01/24/1938,56,-50,0,178,102
01/25/1938,128,56,206,0,0
01/26/1938,56,-50,0,0,0
01/27/1938,-28,-89,0,0,0
01/28/1938,-56,-122,0,0,0
01/29/1938,-11,-94,0,0,0
01/30/1938,117,-17,0,0,0
01/31/1938,128,-33,56,0,8
02/01/1938,-33,-94,0,0,0
02/02/1938,-17,-106,0,0,0
02/03/1938,89,-28,150,0,0
02/04/1938,72,6,0,0,0
02/05/1938,33,-44,0,0,0
02/06/1938,117,22,69,0,0
02/07/1938,100,-44,18,0,0
02/08/1938,17,-72,0,0,0
02/09/1938,83,-6,3,0,0
02/10/1938,83,-89,0,0,0
02/11/1938,-28,-122,0,0,0
02/12/1938,22,-78,0,0,0
02/13/1938,33,6,36,0,0
02/14/1938,61,11,30,0,0
02/15/1938,11,-83,0,0,0
02/16/1938,-33,-122,0,0,0
02/17/1938,6,-94,8,0,0
02/18/1938,94,0,18,0,0
02/19/1938,44,6,8,0,0
02/20/1938,6,-39,86,127,127
02/21/1938,-11,-78,0,127,0
02/22/1938,28,-61,10,102,0
02/23/1938,50,-6,13,51,23
02/24/1938,33,11,5,25,0
02/25/1938,11,-39,81,76,58
02/26/1938,17,-67,0,51,15
02/27/1938,28,-39,3,0,0
02/28/1938,17,-133,28,51,30
03/01/1938,39,-139,0,25,0
03/02/1938,133,39,0,0,0
03/03/1938,83,-128,0,0,0
03/04/1938,-22,-133,0,0,0
03/05/1938,67,-39,79,0,8
03/06/1938,83,-22,25,0,0
03/07/1938,56,-39,0,0,0
03/08/1938,39,-33,0,0,0
03/09/1938,33,-50,0,0,0
03/10/1938,11,-39,0,0,0
03/11/1938,44,-56,0,0,0
03/12/1938,39,6,15,0,0
