date,cmax,cmin,PRCP,SNWD,SNOW
09/03/1985,256,161,0,0,0
09/04/1985,322,206,0,0,0
09/05/1985,267,194,43,0,0
09/06/1985,200,167,302,0,0
09/07/1985,211,161,18,0,0
09/08/1985,311,194,0,0,0
09/09/1985,244,144,216,0,0
09/10/1985,178,144,53,0,0
09/11/1985,189,111,0,0,0
09/12/1985,183,89,0,0,0
09/13/1985,161,72,13,0,0
09/14/1985,211,89,0,0,0
09/15/1985,222,100,0,0,0
09/16/1985,200,111,0,0,0
09/17/1985,211,117,0,0,0
09/18/1985,250,128,0,0,0
09/19/1985,283,156,0,0,0
09/20/1985,311,189,0,0,0
09/21/1985,300,189,0,0,0
09/22/1985,211,156,0,0,0
09/23/1985,172,156,0,0,0
09/24/1985,211,172,46,0,0
09/25/1985,233,144,0,0,0
09/26/1985,189,111,0,0,0
09/27/1985,233,167,71,0,0
09/28/1985,228,144,0,0,0
09/29/1985,206,111,0,0,0
09/30/1985,244,117,0,0,0
10/01/1985,244,133,0,0,0
10/02/1985,256,150,10,0,0
10/03/1985,161,122,79,0,0
10/04/1985,133,117,46,0,0
10/05/1985,217,128,81,0,0
10/06/1985,172,106,0,0,0
10/07/1985,178,78,0,0,0
10/08/1985,161,72,0,0,0
10/09/1985,222,122,0,0,0
10/10/1985,228,161,0,0,0
10/11/1985,183,72,0,0,0
10/12/1985,111,39,0,0,0
10/13/1985,144,83,23,0,0
10/14/1985,161,106,0,0,0
10/15/1985,244,133,94,0,0
10/16/1985,211,94,0,0,0
10/17/1985,150,67,0,0,0
10/18/1985,183,67,0,0,0
10/19/1985,172,128,74,0,0
10/20/1985,139,67,0,0,0
10/21/1985,122,39,0,0,0
10/22/1985,178,50,0,0,0
10/23/1985,150,56,0,0,0
10/24/1985,172,78,0,0,0
10/25/1985,206,111,13,0,0
10/26/1985,178,83,0,0,0
10/27/1985,250,83,0,0,0
10/28/1985,139,44,0,0,0
10/29/1985,106,17,0,0,0
10/30/1985,100,22,0,0,0
10/31/1985,106,44,0,0,0
11/01/1985,144,17,0,0,0
11/02/1985,106,89,30,0,0
11/03/1985,100,78,13,0,0
11/04/1985,100,72,0,0,0
11/05/1985,133,89,569,0,0
11/06/1985,133,111,3,0,0
11/07/1985,150,83,0,0,0
11/08/1985,133,67,0,0,0
11/09/1985,139,56,0,0,0
11/10/1985,211,133,15,0,0
11/11/1985,133,33,102,0,0
11/12/1985,50,17,157,0,0
11/13/1985,183,44,0,0,0
11/14/1985,144,50,109,0,0
11/15/1985,144,-22,0,0,0
11/16/1985,56,-39,99,0,0
11/17/1985,100,56,94,0,0
11/18/1985,128,56,0,0,0
11/19/1985,183,39,0,0,0
11/20/1985,228,117,0,0,0
11/21/1985,139,28,0,0,0
11/22/1985,67,17,102,0,0
11/23/1985,89,6,0,0,0
11/24/1985,100,17,0,0,0
11/25/1985,61,-6,0,0,0
11/26/1985,17,-33,130,0,30
11/27/1985,39,11,30,0,0
11/28/1985,33,-6,145,0,33
11/29/1985,6,-11,25,25,13
11/30/1985,44,6,0,25,0
12/01/1985,89,44,8,0,0
12/02/1985,156,-6,51,0,0
12/03/1985,0,-44,0,0,0
12/04/1985,17,-56,0,0,0
12/05/1985,22,-39,0,0,0
12/06/1985,17,0,3,0,0
12/07/1985,33,-33,0,0,0
12/08/1985,67,11,0,0,0
12/09/1985,61,0,0,0,0
12/10/1985,44,-28,0,0,0
12/11/1985,39,17,51,0,0
12/12/1985,56,-6,61,0,0
12/13/1985,67,-28,89,0,3
12/14/1985,67,-56,15,0,0
12/15/1985,-6,-67,0,0,0
12/16/1985,28,-28,0,0,0
12/17/1985,17,-33,3,0,3
12/18/1985,-11,-100,10,0,10
12/19/1985,-33,-139,0,0,0
12/20/1985,-11,-83,0,0,0
12/21/1985,-17,-56,3,0,3
12/22/1985,-11,-72,0,0,0
12/23/1985,44,-28,13,25,15
12/24/1985,117,-11,0,0,0
12/25/1985,56,-83,0,0,0
12/26/1985,-44,-106,0,0,0
12/27/1985,28,-78,0,0,0
12/28/1985,22,-39,0,0,0
12/29/1985,17,-67,0,0,0
12/30/1985,17,-44,0,0,0
12/31/1985,94,-39,3,0,0
01/01/1986,56,-17,0,0,0
01/02/1986,56,-33,0,0,0
01/03/1986,100,0,152,0,0
01/04/1986,17,-61,0,0,0
01/05/1986,44,-39,74,0,0
01/06/1986,11,-44,0,0,0
01/07/1986,-39,-111,0,0,0
01/08/1986,-33,-133,0,0,0
01/09/1986,39,-89,0,0,0
01/10/1986,56,11,0,0,0
01/11/1986,22,-44,0,0,0
01/12/1986,100,-39,0,0,0
01/13/1986,78,-56,0,0,0
01/14/1986,-56,-144,0,0,0
01/15/1986,-78,-172,0,0,0
01/16/1986,6,-100,0,0,0
01/17/1986,94,-67,0,0,0
01/18/1986,144,22,0,0,0
01/19/1986,106,22,175,0,0
01/20/1986,117,50,28,0,0
01/21/1986,72,0,0,0,0
01/22/1986,111,-22,0,0,0
01/23/1986,56,-56,0,0,0
01/24/1986,-33,-83,0,0,0
01/25/1986,39,-72,15,0,10
01/26/1986,111,39,206,0,0
01/27/1986,122,6,208,0,0
01/28/1986,6,-83,10,0,10
01/29/1986,-33,-106,0,0,0
01/30/1986,-6,-56,0,0,0
01/31/1986,22,-50,0,0,0
02/01/1986,-17,-94,13,0,25
02/02/1986,83,-33,64,102,89
02/03/1986,33,-33,0,0,0
02/04/1986,11,-72,28,0,38
02/05/1986,28,0,79,25,20
02/06/1986,17,-89,0,0,0
02/07/1986,-39,-106,3,0,3
02/08/1986,0,-67,5,0,3
02/09/1986,22,-67,0,0,0
02/10/1986,33,-33,0,0,0
02/11/1986,-6,-44,15,0,48
02/12/1986,-6,-78,0,25,0
02/13/1986,0,-78,0,25,0
02/14/1986,-11,-78,3,0,3
02/15/1986,11,-44,0,0,0
02/16/1986,-6,-61,0,0,0
02/17/1986,22,-39,140,25,33
02/18/1986,17,-6,183,0,0
02/19/1986,0,-11,13,0,0
02/20/1986,50,0,0,0,0
02/21/1986,39,6,170,0,0
02/22/1986,67,-11,3,0,0
02/23/1986,11,-22,0,0,0
02/24/1986,22,-33,0,0,0
02/25/1986,17,-72,3,0,3
02/26/1986,-22,-100,0,0,0
02/27/1986,28,-89,0,0,0
02/28/1986,28,-67,0,0,0
03/01/1986,61,-50,0,0,0
03/02/1986,56,-33,0,0,0
03/03/1986,72,-17,0,0,0
03/04/1986,67,-28,0,0,0
03/05/1986,100,-11,0,0,0
03/06/1986,67,-17,5,0,0
03/07/1986,44,-106,0,0,0
03/08/1986,-22,-139,0,0,0
03/09/1986,-6,-61,38,0,51
03/10/1986,22,-33,20,76,15
03/11/1986,161,11,15,0,0
03/12/1986,61,-11,0,0,0
03/13/1986,33,11,140,0,0
03/14/1986,39,11,455,0,0
03/15/1986,144,22,84,0,0
03/16/1986,133,44,0,0,0
03/17/1986,78,39,0,0,0
03/18/1986,122,33,0,0,0
03/19/1986,156,44,51,0,0
03/20/1986,139,-78,0,0,0
03/21/1986,-22,-117,0,0,0
03/22/1986,44,-61,0,0,0
03/23/1986,100,-17,0,0,0
03/24/1986,100,17,0,0,0
03/25/1986,144,-22,0,0,0
03/26/1986,217,83,0,0,0
03/27/1986,183,61,58,0,0
03/28/1986,128,44,3,0,0
03/29/1986,239,61,0,0,0
03/30/1986,250,100,0,0,0
03/31/1986,206,89,0,0,0
04/01/1986,206,56,0,0,0
04/02/1986,222,89,0,0,0
04/03/1986,117,61,0,0,0
04/04/1986,144,50,0,0,0
04/05/1986,72,33,0,0,0
04/06/1986,61,33,15,0,0
04/07/1986,83,44,30,0,0
04/08/1986,111,39,18,0,0
04/09/1986,111,44,10,0,0
04/10/1986,106,50,23,0,0
04/11/1986,89,11,0,0,0
04/12/1986,111,11,0,0,0
04/13/1986,150,28,0,0,0
04/14/1986,144,50,0,0,0
04/15/1986,111,56,0,0,0
04/16/1986,94,61,0,0,0
04/17/1986,139,67,0,0,0
04/18/1986,111,56,0,0,0
04/19/1986,128,33,0,0,0
04/20/1986,106,33,0,0,0
04/21/1986,183,78,38,0,0
04/22/1986,172,100,0,0,0
04/23/1986,106,44,94,0,0
04/24/1986,133,72,58,0,0
04/25/1986,133,83,36,0,0
04/26/1986,122,94,51,0,0
04/27/1986,139,83,30,0,0
04/28/1986,117,72,0,0,0
04/29/1986,128,78,0,0,0
04/30/1986,117,78,0,0,0
05/01/1986,228,83,3,0,0
05/02/1986,144,50,0,0,0
05/03/1986,111,28,0,0,0
05/04/1986,128,22,0,0,0
05/05/1986,178,83,8,0,0
05/06/1986,139,78,0,0,0
05/07/1986,89,72,18,0,0
05/08/1986,89,56,0,0,0
05/09/1986,89,56,0,0,0
05/10/1986,133,44,0,0,0
05/11/1986,122,61,0,0,0
05/12/1986,111,67,20,0,0
05/13/1986,172,83,0,0,0
05/14/1986,167,67,0,0,0
05/15/1986,183,78,0,0,0
05/16/1986,217,94,0,0,0
05/17/1986,272,139,41,0,0
05/18/1986,256,161,0,0,0
05/19/1986,322,167,0,0,0
05/20/1986,267,156,0,0,0
05/21/1986,250,139,61,0,0
05/22/1986,183,139,94,0,0
05/23/1986,178,122,3,0,0
05/24/1986,211,122,61,0,0
05/25/1986,178,117,0,0,0
05/26/1986,133,89,0,0,0
05/27/1986,267,83,0,0,0
05/28/1986,300,172,0,0,0
05/29/1986,300,156,0,0,0
05/30/1986,317,178,0,0,0
05/31/1986,267,133,25,0,0
06/01/1986,317,133,8,0,0
06/02/1986,194,89,104,0,0
06/03/1986,200,72,0,0,0
06/04/1986,250,106,0,0,0
06/05/1986,244,156,495,0,0
06/06/1986,178,106,757,0,0
06/07/1986,144,117,104,0,0
06/08/1986,294,117,5,0,0
06/09/1986,250,178,0,0,0
06/10/1986,267,144,0,0,0
06/11/1986,211,150,76,0,0
06/12/1986,150,100,191,0,0
06/13/1986,172,111,53,0,0
06/14/1986,233,117,0,0,0
06/15/1986,300,161,0,0,0
06/16/1986,289,200,0,0,0
06/17/1986,244,144,0,0,0
06/18/1986,222,122,0,0,0
06/19/1986,261,139,5,0,0
06/20/1986,167,122,155,0,0
06/21/1986,194,117,0,0,0
06/22/1986,250,122,0,0,0
06/23/1986,294,156,3,0,0
06/24/1986,283,178,10,0,0
06/25/1986,217,122,0,0,0
06/26/1986,250,111,0,0,0
06/27/1986,278,167,0,0,0
06/28/1986,306,206,0,0,0
06/29/1986,300,189,0,0,0
06/30/1986,267,167,0,0,0
07/01/1986,278,167,0,0,0
07/02/1986,183,133,351,0,0
07/03/1986,194,128,58,0,0
07/04/1986,244,122,0,0,0
07/05/1986,278,167,33,0,0
07/06/1986,217,161,0,0,0
07/07/1986,350,172,0,0,0
07/08/1986,322,239,0,0,0
07/09/1986,306,222,0,0,0
07/10/1986,261,167,0,0,0
07/11/1986,250,144,0,0,0
07/12/1986,183,139,94,0,0
07/13/1986,161,139,157,0,0
07/14/1986,267,150,3,0,0
07/15/1986,289,167,0,0,0
07/16/1986,267,178,0,0,0
07/17/1986,283,183,0,0,0
07/18/1986,283,189,0,0,0
07/19/1986,211,167,0,0,0
07/20/1986,267,167,0,0,0
07/21/1986,294,217,0,0,0
07/22/1986,239,183,0,0,0
07/23/1986,300,200,0,0,0
07/24/1986,311,211,0,0,0
07/25/1986,322,206,0,0,0
07/26/1986,311,211,0,0,0
07/27/1986,267,200,127,0,0
07/28/1986,244,183,0,0,0
07/29/1986,244,183,183,0,0
07/30/1986,194,161,0,0,0
07/31/1986,183,161,0,0,0
08/01/1986,244,178,0,0,0
08/02/1986,289,183,0,0,0
08/03/1986,256,200,58,0,0
08/04/1986,294,200,0,0,0
08/05/1986,261,183,0,0,0
08/06/1986,300,194,0,0,0
08/07/1986,272,194,132,0,0
08/08/1986,289,217,114,0,0
08/09/1986,306,206,30,0,0
08/10/1986,300,194,0,0,0
08/11/1986,300,206,8,0,0
08/12/1986,267,178,0,0,0
08/13/1986,239,172,0,0,0
08/14/1986,239,161,0,0,0
08/15/1986,289,167,0,0,0
08/16/1986,261,194,0,0,0
08/17/1986,300,211,41,0,0
08/18/1986,211,178,269,0,0
08/19/1986,222,178,5,0,0
08/20/1986,244,178,0,0,0
08/21/1986,211,156,10,0,0
08/22/1986,256,167,0,0,0
08/23/1986,228,156,3,0,0
08/24/1986,228,150,58,0,0
08/25/1986,228,144,0,0,0
08/26/1986,272,139,0,0,0
08/27/1986,278,189,102,0,0
08/28/1986,200,100,13,0,0
08/29/1986,200,83,0,0,0
08/30/1986,239,94,0,0,0
08/31/1986,244,133,0,0,0
09/01/1986,256,139,0,0,0
09/02/1986,261,144,0,0,0
09/03/1986,194,139,0,0,0
09/04/1986,183,150,0,0,0
09/05/1986,233,150,0,0,0
09/06/1986,278,178,0,0,0
09/07/1986,228,128,0,0,0
09/08/1986,228,100,0,0,0
09/09/1986,233,117,0,0,0
09/10/1986,250,139,0,0,0
09/11/1986,272,172,0,0,0
09/12/1986,267,183,18,0,0
09/13/1986,233,144,0,0,0
09/14/1986,183,111,0,0,0
09/15/1986,200,83,0,0,0
09/16/1986,156,83,165,0,0
09/17/1986,194,72,0,0,0
09/18/1986,222,94,0,0,0
09/19/1986,211,139,0,0,0
09/20/1986,178,128,18,0,0
09/21/1986,139,100,33,0,0
09/22/1986,172,83,0,0,0
09/23/1986,200,117,41,0,0
09/24/1986,183,144,0,0,0
09/25/1986,250,133,0,0,0
09/26/1986,211,122,0,0,0
09/27/1986,183,100,0,0,0
09/28/1986,211,83,0,0,0
09/29/1986,256,161,0,0,0
09/30/1986,306,200,0,0,0
10/01/1986,267,194,0,0,0
10/02/1986,194,133,8,0,0
10/03/1986,161,106,216,0,0
10/04/1986,250,128,122,0,0
10/05/1986,161,111,0,0,0
10/06/1986,150,56,0,0,0
10/07/1986,133,28,0,0,0
10/08/1986,206,61,0,0,0
10/09/1986,244,78,25,0,0
10/10/1986,94,33,0,0,0
10/11/1986,122,33,0,0,0
10/12/1986,133,67,0,0,0
10/13/1986,189,111,0,0,0
10/14/1986,217,144,109,0,0
10/15/1986,167,89,0,0,0
10/16/1986,144,72,0,0,0
10/17/1986,106,61,33,0,0
10/18/1986,106,50,0,0,0
10/19/1986,156,28,0,0,0
10/20/1986,139,78,0,0,0
10/21/1986,200,72,0,0,0
10/22/1986,206,111,0,0,0
10/23/1986,233,106,5,0,0
10/24/1986,139,50,0,0,0
10/25/1986,156,22,0,0,0
10/26/1986,111,72,272,0,0
10/27/1986,111,89,41,0,0
10/28/1986,183,100,0,0,0
10/29/1986,211,78,0,0,0
10/30/1986,189,39,0,0,0
10/31/1986,72,11,0,0,0
11/01/1986,167,39,0,0,0
11/02/1986,178,39,13,0,0
11/03/1986,83,17,0,0,0
11/04/1986,133,11,0,0,0
11/05/1986,67,-11,0,0,0
11/06/1986,89,39,282,0,0
11/07/1986,100,61,0,0,0
11/08/1986,117,83,198,0,0
11/09/1986,222,111,8,0,0
11/10/1986,117,22,0,0,0
11/11/1986,44,0,109,0,13
11/12/1986,83,11,0,0,0
11/13/1986,56,-67,0,0,0
11/14/1986,11,-72,0,0,0
11/15/1986,56,-28,0,0,0
11/16/1986,100,39,0,0,0
11/17/1986,111,22,0,0,0
11/18/1986,94,56,0,0,0
11/19/1986,67,-61,262,76,76
11/20/1986,61,-72,46,51,0
11/21/1986,106,0,338,0,0
11/22/1986,56,-6,0,0,0
11/23/1986,89,-11,0,0,0
11/24/1986,128,56,25,0,0
11/25/1986,100,22,0,0,0
11/26/1986,178,11,246,0,0
11/27/1986,183,28,0,0,0
11/28/1986,128,0,0,0,0
11/29/1986,139,33,0,0,0
11/30/1986,39,-56,0,0,0
12/01/1986,28,-67,0,0,0
12/02/1986,67,-17,71,0,0
12/03/1986,178,67,462,0,0
12/04/1986,83,11,0,0,0
12/05/1986,56,0,0,0,0
12/06/1986,61,-39,0,0,0
12/07/1986,61,-11,0,0,0
12/08/1986,67,-56,0,0,0
12/09/1986,61,-22,206,0,13
12/10/1986,94,-17,0,0,0
12/11/1986,11,-17,84,0,69
12/12/1986,33,6,5,25,0
12/13/1986,6,-72,0,0,0
12/14/1986,11,-94,0,0,0
12/15/1986,61,-11,0,0,0
12/16/1986,28,-6,0,0,0
12/17/1986,17,-6,10,0,0
12/18/1986,72,-6,224,0,0
12/19/1986,72,22,343,0,0
12/20/1986,50,0,0,0,0
12/21/1986,17,-33,0,0,0
12/22/1986,33,-44,0,0,0
12/23/1986,61,-11,0,0,0
12/24/1986,56,6,0,0,0
12/25/1986,144,44,203,0,0
12/26/1986,67,6,0,0,0
12/27/1986,39,-17,0,0,0
12/28/1986,33,-39,0,0,0
12/29/1986,39,-22,0,0,0
12/30/1986,17,0,5,0,0
12/31/1986,56,-17,8,0,5
01/01/1987,39,-44,13,0,0
01/02/1987,39,-6,569,0,79
01/03/1987,-6,-50,18,102,15
01/04/1987,17,-61,0,102,0
01/05/1987,22,-44,0,51,0
01/06/1987,28,-50,0,51,0
01/07/1987,67,11,0,25,0
01/08/1987,17,-33,0,25,0
01/09/1987,44,-39,0,25,0
01/10/1987,56,-11,208,0,23
01/11/1987,61,0,38,0,20
01/12/1987,39,-11,0,0,0
01/13/1987,33,-17,0,0,0
01/14/1987,83,-28,0,0,0
01/15/1987,100,50,5,0,0
01/16/1987,78,-44,0,0,0
01/17/1987,-28,-94,0,0,0
01/18/1987,17,-83,231,0,18
01/19/1987,-6,-56,119,0,112
01/20/1987,-22,-78,33,152,33
01/21/1987,6,-89,0,152,0
01/22/1987,44,-56,191,102,135
01/23/1987,67,-89,8,127,0
01/24/1987,-78,-117,0,76,0
01/25/1987,-33,-128,0,76,0
01/26/1987,-50,-100,74,102,84
01/27/1987,-33,-133,0,152,0
01/28/1987,-22,-117,0,127,0
01/29/1987,17,-78,0,102,0
01/30/1987,11,-78,239,76,76
01/31/1987,22,-22,104,127,23
02/01/1987,22,-39,0,127,0
02/02/1987,72,-17,0,127,0
02/03/1987,61,33,0,51,0
02/04/1987,44,-11,3,51,3
02/05/1987,-11,-89,0,51,0
02/06/1987,39,-56,0,51,0
02/07/1987,83,-22,0,51,0
02/08/1987,39,-17,0,51,0
02/09/1987,33,-83,178,51,91
02/10/1987,17,-106,0,152,0
02/11/1987,17,-50,0,76,0
02/12/1987,6,-67,0,51,0
02/13/1987,-28,-156,3,51,0
02/14/1987,-67,-183,0,51,0
02/15/1987,-83,-183,0,51,0
02/16/1987,17,-156,0,25,0
02/17/1987,56,-78,0,25,0
02/18/1987,22,-56,0,25,0
02/19/1987,28,-67,0,0,0
02/20/1987,33,-61,0,0,0
02/21/1987,50,-44,0,0,0
02/22/1987,72,-22,0,0,0
02/23/1987,33,-11,0,0,0
02/24/1987,44,-33,0,0,0
02/25/1987,50,-39,0,0,0
02/26/1987,44,-39,0,0,0
02/27/1987,33,-33,0,0,0
02/28/1987,83,-22,0,0,0
03/01/1987,28,11,437,0,0
03/02/1987,28,-22,36,0,30
03/03/1987,6,-39,3,25,5
03/04/1987,0,-39,0,0,0
03/05/1987,17,-67,0,0,0
03/06/1987,94,-28,0,0,0
03/07/1987,161,50,0,0,0
03/08/1987,178,50,0,0,0
03/09/1987,89,-56,0,0,0
03/10/1987,-22,-111,0,0,0
03/11/1987,-17,-100,0,0,0
03/12/1987,28,-44,0,0,0
03/13/1987,22,-11,23,0,23
03/14/1987,28,-11,10,25,10
03/15/1987,39,-22,0,0,0
03/16/1987,33,-28,0,0,0
03/17/1987,28,-33,0,0,0
03/18/1987,72,-6,0,0,0
03/19/1987,78,6,0,0,0
03/20/1987,56,11,8,0,0
03/21/1987,39,6,43,0,20
03/22/1987,56,17,13,0,0
03/23/1987,61,17,0,0,0
03/24/1987,133,6,0,0,0
03/25/1987,183,39,0,0,0
03/26/1987,128,72,8,0,0
03/27/1987,172,44,0,0,0
03/28/1987,106,56,25,0,0
03/29/1987,133,50,0,0,0
03/30/1987,167,61,0,0,0
03/31/1987,156,67,480,0,0
04/01/1987,106,11,216,0,0
04/02/1987,122,0,0,0,0
04/03/1987,111,50,0,0,0
04/04/1987,94,67,213,0,0
04/05/1987,83,44,640,0,0
04/06/1987,56,44,406,0,0
04/07/1987,67,44,46,0,0
04/08/1987,94,44,5,0,0
04/09/1987,89,50,0,0,0
04/10/1987,183,44,0,0,0
04/11/1987,183,89,0,0,0
04/12/1987,222,50,0,0,0
04/13/1987,67,11,229,0,0
04/14/1987,72,11,0,0,0
04/15/1987,111,44,0,0,0
04/16/1987,61,33,20,0,0
04/17/1987,61,39,23,0,0
04/18/1987,106,61,43,0,0
04/19/1987,133,72,3,0,0
04/20/1987,100,78,8,0,0
04/21/1987,139,67,8,0,0
04/22/1987,139,39,0,0,0
04/23/1987,72,28,0,0,0
04/24/1987,133,72,53,0,0
04/25/1987,83,44,0,0,0
04/26/1987,100,17,0,0,0
04/27/1987,78,17,0,0,0
04/28/1987,44,-6,434,0,81
04/29/1987,106,0,56,51,23
04/30/1987,117,61,0,0,0
05/01/1987,156,39,0,0,0
05/02/1987,183,50,0,0,0
05/03/1987,111,67,119,0,0
05/04/1987,72,56,23,0,0
05/05/1987,56,44,165,0,0
05/06/1987,106,50,0,0,0
05/07/1987,239,89,0,0,0
05/08/1987,128,83,0,0,0
05/09/1987,217,78,0,0,0
05/10/1987,283,150,0,0,0
05/11/1987,228,100,0,0,0
05/12/1987,244,111,0,0,0
05/13/1987,128,61,0,0,0
05/14/1987,206,39,0,0,0
05/15/1987,194,83,20,0,0
05/16/1987,194,44,0,0,0
05/17/1987,261,139,0,0,0
05/18/1987,178,89,0,0,0
05/19/1987,117,78,0,0,0
05/20/1987,122,61,0,0,0
05/21/1987,206,72,0,0,0
05/22/1987,256,122,0,0,0
05/23/1987,211,78,13,0,0
05/24/1987,94,67,51,0,0
05/25/1987,122,67,0,0,0
05/26/1987,161,100,0,0,0
05/27/1987,189,106,0,0,0
05/28/1987,289,117,46,0,0
05/29/1987,244,167,3,0,0
05/30/1987,339,161,0,0,0
05/31/1987,333,228,5,0,0
06/01/1987,294,183,0,0,0
06/02/1987,183,106,368,0,0
06/03/1987,144,100,0,0,0
06/04/1987,144,111,41,0,0
06/05/1987,194,128,74,0,0
06/06/1987,206,117,0,0,0
06/07/1987,206,100,0,0,0
06/08/1987,272,128,3,0,0
06/09/1987,244,156,0,0,0
06/10/1987,228,133,0,0,0
06/11/1987,244,128,0,0,0
06/12/1987,200,144,8,0,0
06/13/1987,261,150,36,0,0
06/14/1987,278,128,3,0,0
06/15/1987,306,200,0,0,0
06/16/1987,278,167,0,0,0
06/17/1987,217,133,0,0,0
06/18/1987,267,139,0,0,0
06/19/1987,300,156,0,0,0
06/20/1987,272,167,0,0,0
06/21/1987,189,144,0,0,0
06/22/1987,194,144,107,0,0
06/23/1987,150,122,25,0,0
06/24/1987,278,117,0,0,0
06/25/1987,194,117,0,0,0
06/26/1987,156,117,0,0,0
06/27/1987,161,139,3,0,0
06/28/1987,244,139,0,0,0
06/29/1987,283,150,0,0,0
06/30/1987,300,194,0,0,0
07/01/1987,267,189,0,0,0
07/02/1987,206,139,178,0,0
07/03/1987,167,139,0,0,0
07/04/1987,294,144,0,0,0
07/05/1987,233,178,0,0,0
07/06/1987,256,156,0,0,0
07/07/1987,244,139,0,0,0
07/08/1987,222,167,10,0,0
07/09/1987,267,189,0,0,0
07/10/1987,239,183,0,0,0
07/11/1987,267,189,0,0,0
07/12/1987,278,211,0,0,0
07/13/1987,267,222,0,0,0
07/14/1987,283,217,3,0,0
07/15/1987,261,183,18,0,0
07/16/1987,217,156,0,0,0
07/17/1987,244,161,0,0,0
07/18/1987,339,178,0,0,0
07/19/1987,272,200,0,0,0
07/20/1987,278,200,0,0,0
07/21/1987,250,172,0,0,0
07/22/1987,222,161,0,0,0
07/23/1987,267,172,0,0,0
07/24/1987,350,211,0,0,0
07/25/1987,344,228,0,0,0
07/26/1987,311,206,0,0,0
07/27/1987,289,178,0,0,0
07/28/1987,283,178,0,0,0
07/29/1987,211,144,0,0,0
07/30/1987,267,156,0,0,0
07/31/1987,233,183,0,0,0
08/01/1987,278,161,0,0,0
08/02/1987,267,161,30,0,0
08/03/1987,267,194,66,0,0
08/04/1987,272,217,0,0,0
08/05/1987,250,194,0,0,0
08/06/1987,233,161,0,0,0
08/07/1987,222,167,0,0,0
08/08/1987,300,183,43,0,0
08/09/1987,250,167,180,0,0
08/10/1987,200,167,48,0,0
08/11/1987,272,156,0,0,0
08/12/1987,211,144,0,0,0
08/13/1987,233,150,0,0,0
08/14/1987,278,150,0,0,0
08/15/1987,322,172,0,0,0
08/16/1987,333,200,0,0,0
08/17/1987,356,222,0,0,0
08/18/1987,344,244,0,0,0
08/19/1987,283,194,0,0,0
08/20/1987,300,189,13,0,0
08/21/1987,289,178,0,0,0
08/22/1987,278,178,10,0,0
08/23/1987,250,172,0,0,0
08/24/1987,228,133,0,0,0
08/25/1987,250,128,0,0,0
08/26/1987,228,144,0,0,0
08/27/1987,167,150,58,0,0
08/28/1987,172,150,8,0,0
08/29/1987,156,128,287,0,0
08/30/1987,222,122,0,0,0
08/31/1987,250,144,0,0,0
09/01/1987,239,156,89,0,0
09/02/1987,222,133,0,0,0
09/03/1987,228,128,0,0,0
09/04/1987,183,111,0,0,0
09/05/1987,250,117,0,0,0
09/06/1987,261,144,0,0,0
09/07/1987,250,189,18,0,0
09/08/1987,261,178,66,0,0
09/09/1987,300,183,147,0,0
09/10/1987,289,178,0,0,0
09/11/1987,206,161,0,0,0
09/12/1987,183,139,0,0,0
09/13/1987,194,150,584,0,0
09/14/1987,272,178,3,0,0
09/15/1987,256,156,0,0,0
09/16/1987,267,161,0,0,0
09/17/1987,222,167,0,0,0
09/18/1987,172,144,384,0,0
09/19/1987,161,144,206,0,0
09/20/1987,156,139,279,0,0
09/21/1987,183,139,3,0,0
09/22/1987,178,144,8,0,0
09/23/1987,222,128,0,0,0
09/24/1987,239,144,0,0,0
09/25/1987,172,100,0,0,0
09/26/1987,211,89,0,0,0
09/27/1987,206,100,0,0,0
09/28/1987,261,128,0,0,0
09/29/1987,283,172,0,0,0
09/30/1987,233,167,66,0,0
10/01/1987,200,111,0,0,0
10/02/1987,206,83,0,0,0
10/03/1987,228,139,18,0,0
10/04/1987,150,67,399,0,0
10/05/1987,200,56,0,0,0
10/06/1987,222,111,0,0,0
10/07/1987,222,128,8,0,0
10/08/1987,178,94,0,0,0
10/09/1987,150,67,0,0,0
10/10/1987,211,111,0,0,0
10/11/1987,133,61,119,0,0
10/12/1987,100,61,0,0,0
10/13/1987,128,44,0,0,0
10/14/1987,133,50,0,0,0
10/15/1987,167,50,0,0,0
10/16/1987,156,89,0,0,0
10/17/1987,150,100,0,0,0
10/18/1987,222,128,0,0,0
10/19/1987,194,106,0,0,0
10/20/1987,167,94,0,0,0
10/21/1987,194,83,13,0,0
10/22/1987,139,61,0,0,0
10/23/1987,161,50,0,0,0
10/24/1987,200,89,0,0,0
10/25/1987,172,72,0,0,0
10/26/1987,122,44,0,0,0
10/27/1987,139,28,0,0,0
10/28/1987,183,89,137,0,0
10/29/1987,133,56,0,0,0
10/30/1987,128,39,0,0,0
10/31/1987,150,67,0,0,0
11/01/1987,144,39,0,0,0
11/02/1987,89,28,0,0,0
11/03/1987,172,56,5,0,0
11/04/1987,256,128,0,0,0
11/05/1987,200,72,0,0,0
11/06/1987,72,0,0,0,0
11/07/1987,83,-11,0,0,0
11/08/1987,178,22,0,0,0
11/09/1987,189,94,20,0,0
11/10/1987,94,11,165,0,3
11/11/1987,33,-17,130,0,76
11/12/1987,44,-17,226,152,150
11/13/1987,89,6,0,152,0
11/14/1987,133,39,0,51,0
11/15/1987,106,33,0,0,0
11/16/1987,89,11,0,0,0
11/17/1987,167,33,5,0,0
11/18/1987,211,94,30,0,0
11/19/1987,100,56,0,0,0
